,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,price,evaluation_datetime,fuel,gear,ac,gps,color
153,Citroen,M-Klasse,  2006_year ,2006-10-17,,135.0,1,3731.0,2336.0,1430,305176.0,99.0,2733,2018-06-14 17:02:11,Diesel,Manual,Auto,Big,red
154,BMW,Insignia,  2010_year ,2011-01-31,,131.0,2,3830.0,2122.0,1516,188805.0,97.0,8183,2018-06-28 16:44:09,Diesel,Manual,Auto,Big,red
155,BMW,CR-V,  2004_year ,2004-04-06,,89.0,2,3703.0,2227.0,1485,213369.0,65.0,2243,2018-07-10 14:58:19,Benzin,Manual,Auto,Big,purple
156,Fiat,C-Klasse,  2001_year ,2001-08-02,,117.0,2,3652.0,2454.0,1426,92262.0,86.0,1311,2018-05-07 12:35:56,Benzin,Manual,Auto,,brown
157,Audi,1er,  2007_year ,2007-09-19,,98.0,2,3633.0,2190.0,1501,216818.0,71.0,1267,2018-06-14 16:50:46,Diesel,Manual,Manual,,silver
158,BMW,??,  2007_year ,2007-11-27,,90.0,2,3598.0,2265.0,1485,166706.0,67.0,2082,2018-06-18 13:56:10,Benzin,Manual,Manual,,red
159,Hyundai,Meriva,  2004_year ,2005-03-14,,65.0,3,3633.0,2169.0,1500,121801.0,48.0,1615,2018-08-06 09:21:21,Benzin,Manual,Manual,,brown
160,Land Rover,Civic,  2011_year ,2011-07-19,,189.0,2,3760.0,1982.0,1455,186191.0,139.0,13307,2018-07-13 17:04:25,Benzin,Auto_or_Hybrid,Auto,Big,red
161,Land Rover,C-Max,  2006_year ,2006-11-01,,134.0,2,3652.0,2299.0,1423,306044.0,99.0,2527,2018-09-07 13:00:52,Diesel,Manual,Auto,,brown
162,Honda,911,  2009_year ,2009-03-11,,138.0,2,3778.0,2362.0,1472,83223.0,101.0,5026,2018-07-16 13:54:01,Benzin,Auto_or_Hybrid,Manual,,brown
163,Nissan,Superb,  2012_year ,2012-08-29,1.0,158.0,1,3923.0,2052.0,1675,53680.0,116.0,13575,2018-05-23 08:48:12,Benzin,Manual,Auto,Small,red
164,BMW,Q5,  2012_year ,2012-11-26,,182.0,2,3778.0,2195.0,1480,93242.0,134.0,8546,2018-08-30 14:04:48,Benzin,Auto_or_Hybrid,Auto,Big,brown
165,Audi,1er,  2007_year ,2007-04-02,,98.0,1,3486.0,2055.0,1501,295414.0,71.0,1021,2018-08-02 14:50:17,Diesel,Manual,Manual,,brown
166,BMW,3er,  2002_year ,2003-01-28,,96.0,2,3608.0,2115.0,1444,434821.0,71.0,571,2018-05-17 15:24:25,Diesel,Manual,Manual,,red
167,Land Rover,A5,  2006_year ,2006-04-07,1.0,203.0,2,3709.0,2195.0,1427,197539.0,149.0,3032,2018-04-15 12:57:51,Benzin,Auto_or_Hybrid,Auto,,red
168,Fiat,C5,  2013_year ,2013-10-09,,183.0,2,4458.0,1679.0,1475,43545.0,135.0,21632,2018-07-01 14:25:23,Benzin,Auto_or_Hybrid,Auto,Big,red
169,Seat,Grande Punto,  2006_year ,2006-02-28,,139.0,3,3559.0,2098.0,1488,217407.0,102.0,2780,2018-09-16 11:36:01,Diesel,Auto_or_Hybrid,Auto,Mobile,silver
170,BMW,CR-V,  2004_year ,2004-11-29,,107.0,2,3706.0,2220.0,1485,90435.0,79.0,2594,2018-06-22 15:33:50,Benzin,Manual,Auto,,black
171,BMW,Insignia,  2007_year ,2007-04-02,,156.0,2,3695.0,1963.0,1472,110672.0,115.0,3734,2018-06-28 11:37:21,Benzin,Manual,Auto,Big,silver
172,BMW,Polo,  2010_year ,2010-12-16,,119.0,2,3923.0,2013.0,1621,43671.0,88.0,8383,2018-06-29 12:05:58,Benzin,Auto_or_Hybrid,Auto,,gray
173,Fiat,Octavia,  2014_year ,2014-06-17,,122.0,2,4048.0,1983.0,1433,25454.0,90.0,15466,2018-06-03 14:01:53,Benzin,Auto_or_Hybrid,Manual,Big,silver
174,Land Rover,A5,  2007_year ,2007-04-19,,99.0,1,3699.0,2194.0,1428,140775.0,73.0,5638,2018-04-23 16:58:56,Benzin,Manual,Auto,Small,brown
175,Hyundai,Meriva,  2006_year ,2006-05-24,,75.0,2,3638.0,2400.0,1530,151132.0,55.0,2139,2018-09-12 16:29:43,Benzin,Manual,Manual,,brown
176,Mazda,C4,  2012_year ,2012-01-24,,100.0,2,3786.0,2224.0,1695,120423.0,73.0,5819,2018-06-22 18:48:38,Benzin,Manual,Manual,,red
177,Fiat,5er,  2008_year ,2008-12-10,,122.0,2,3933.0,2088.0,1604,102028.0,90.0,7292,2018-06-22 09:53:25,Benzin,Auto_or_Hybrid,Auto,Big,brown
178,Fiat,C-Klasse,  2007_year ,2007-11-21,,163.0,2,3542.0,2343.0,1459,213723.0,119.0,6577,2018-05-30 11:17:16,Benzin,Manual,Auto,,brown
179,Kia,A6,  2002_year ,2002-08-12,,139.0,2,3422.0,2355.0,1460,134068.0,102.0,1284,2018-07-19 10:09:20,Benzin,Manual,Manual,,brown
180,Seat,Swift,  2010_year ,2011-01-31,,168.0,2,3908.0,2004.0,1484,247372.0,124.0,6697,2018-06-14 14:32:03,Diesel,Manual,Auto,Big,gray
181,MINI,Astra,  2012_year ,2012-11-08,1.0,160.0,2,4085.0,1815.0,1365,104706.0,118.0,15747,2018-05-03 16:25:07,Diesel,Auto_or_Hybrid,Auto,,white
182,Citroen,500,  2008_year ,2008-10-02,1.0,288.0,2,3884.0,2152.0,1375,196803.0,213.0,12284,2018-08-24 10:33:43,Benzin,Auto_or_Hybrid,Auto,Big,brown
183,MINI,Astra,  2014_year ,2014-03-18,1.0,184.0,2,4274.0,1887.0,1365,67173.0,136.0,29809,2018-09-20 11:50:23,Diesel,Auto_or_Hybrid,Auto,Big,white
184,Kia,A4,  2010_year ,2010-06-16,,101.0,2,3456.0,2344.0,1500,190846.0,75.0,1987,2018-05-24 08:26:12,Diesel,Manual,Manual,,silver
185,Fiat,C-Klasse,  2011_year ,2011-05-13,,119.0,2,3843.0,2235.0,1459,146587.0,88.0,7554,2018-08-28 16:56:09,Diesel,Manual,Auto,,silver
186,Audi,Avensis,  2014_year ,2014-05-06,,127.0,2,3883.0,2159.0,1548,106052.0,93.0,9826,2018-10-01 17:40:50,Diesel,Manual,Auto,Big,red
187,Kia,A4,  2002_year ,2002-08-22,,109.0,2,3487.0,2465.0,1390,125543.0,81.0,511,2018-05-25 16:07:32,Benzin,Manual,Manual,,silver
188,Dacia,T5,  2010_year ,2010-09-23,,169.0,2,3721.0,2118.0,1510,85622.0,124.0,9026,2018-09-03 17:21:10,Benzin,Auto_or_Hybrid,Auto,,brown
189,Fiat,C5,  2010_year ,2010-06-14,,188.0,2,4029.0,1890.0,1515,106760.0,137.0,11216,2018-05-07 12:53:19,Benzin,Auto_or_Hybrid,Auto,Big,brown
190,Citroen,500,  2000_year ,2001-01-04,,169.0,2,3442.0,2365.0,1415,144124.0,124.0,1661,2018-06-30 09:49:00,Benzin,Manual,Auto,,purple
191,Skoda,MINI,  2006_year ,2007-02-27,,163.0,2,3811.0,2066.0,1615,103616.0,121.0,5341,2018-05-13 12:22:16,Benzin,Manual,Auto,,yellow
192,Fiat,C-Klasse,  2012_year ,2012-02-13,,135.0,2,3835.0,2144.0,1447,90592.0,100.0,15833,2018-06-13 13:35:49,Benzin,Manual,Auto,Big,white
193,Volkswagen,Tiguan,  2012_year ,2012-03-29,,84.0,2,3714.0,2368.0,1525,102299.0,62.0,5143,2018-06-05 18:05:41,Diesel,Manual,Auto,Mobile,red
194,Land Rover,Civic,  2012_year ,2012-05-29,,169.0,2,4097.0,2113.0,1461,151881.0,124.0,12632,2018-08-28 14:39:03,Diesel,Manual,Auto,Big,white
195,Hyundai,A-Klasse,  2007_year ,2007-06-14,,136.0,1,3695.0,2241.0,1525,199157.0,101.0,2983,2018-07-18 16:45:12,Diesel,Manual,Auto,Big,brown
196,Fiat,Octavia,  2013_year ,2013-08-19,,178.0,2,3927.0,2000.0,1433,61119.0,132.0,16029,2018-09-18 08:40:09,Benzin,Manual,Manual,Big,brown
197,Dacia,Kuga,  2012_year ,2012-10-15,,97.0,2,3815.0,2074.0,1468,67221.0,71.0,8282,2018-08-05 16:22:06,Diesel,Manual,Auto,Big,brown
198,Citroen,500,  2008_year ,2008-11-24,,197.0,2,3611.0,2112.0,1440,138039.0,145.0,5197,2018-10-07 11:42:39,Diesel,Manual,Auto,Big,silver
199,Honda,A3,  2008_year ,2009-03-18,,82.0,1,3492.0,2296.0,1425,197701.0,60.0,1250,2018-04-22 10:15:53,Benzin,Manual,Manual,,brown
200,BMW,CR-V,  2005_year ,2006-03-02,,94.0,2,3794.0,2320.0,1485,182575.0,69.0,2769,2018-06-21 17:37:25,Benzin,Manual,Auto,,red
201,BMW,Megane,  2014_year ,2014-10-08,,145.0,2,4072.0,2082.0,1452,47750.0,107.0,12584,2018-05-04 10:40:09,Benzin,Auto_or_Hybrid,Auto,Big,red
202,Citroen,500,  1998_year ,1998-05-15,,115.0,2,3620.0,2102.0,1415,128196.0,85.0,872,2018-04-07 15:26:36,Benzin,Manual,Auto,,yellow
203,Suzuki,Q7,  2010_year ,2010-08-27,,143.0,2,3633.0,2163.0,1458,119262.0,105.0,5927,2018-06-01 15:45:25,Benzin,Manual,Auto,,brown
204,BMW,Q5,  2009_year ,2009-08-25,,99.0,2,3526.0,2288.0,1480,143805.0,73.0,5553,2018-05-18 18:43:06,Diesel,Manual,Auto,,red
205,Smart,Punto,  2015_year ,2015-06-12,,147.0,1,3789.0,1998.0,1425,28576.0,109.0,12217,2018-08-15 14:17:53,Benzin,Manual,Auto,Big,white
206,BMW,3er,  2003_year ,2004-05-27,,95.0,2,3593.0,2250.0,1444,228927.0,70.0,1000,2018-05-14 12:40:29,Diesel,Manual,Manual,,red
207,Citroen,M-Klasse,  2007_year ,2007-10-08,,130.0,2,3763.0,2295.0,1421,103260.0,96.0,4750,2018-10-10 12:48:57,Benzin,Auto_or_Hybrid,Manual,,red
208,BMW,Touareg,  2013_year ,2013-05-06,,112.0,1,3968.0,2084.0,1950,184346.0,82.0,11581,2018-09-01 12:53:59,Diesel,Manual,Manual,Big,brown
209,BMW,5,  2008_year ,2008-11-19,,174.0,2,3866.0,2097.0,1635,121883.0,128.0,6003,2018-08-05 14:40:16,Diesel,Manual,Auto,Big,red
210,BMW,3er,  2002_year ,2002-06-19,,126.0,2,3407.0,2410.0,1444,157724.0,93.0,1224,2018-07-03 10:16:25,Benzin,Manual,Auto,,purple
211,Fiat,5er,  2006_year ,2006-05-16,,153.0,2,3600.0,2040.0,1603,183186.0,112.0,4093,2018-05-21 16:34:38,Diesel,Auto_or_Hybrid,Auto,Big,purple
212,BMW,Megane,  2014_year ,2014-06-26,,117.0,2,3788.0,2255.0,1452,19441.0,85.0,13007,2018-07-15 09:23:03,Benzin,Auto_or_Hybrid,Manual,Mobile,brown
213,Kia,Fiesta,  2001_year ,2001-05-02,,108.0,2,3530.0,2078.0,1634,189000.0,80.0,292,2018-06-11 11:46:27,Benzin,Auto_or_Hybrid,Manual,,brown
214,Citroen,500,  2002_year ,2003-01-03,,151.0,2,3456.0,1996.0,1408,98101.0,111.0,2695,2018-10-17 09:24:54,Benzin,Manual,Manual,,red
215,Audi,Sharan,  2004_year ,2004-08-23,,98.0,1,3716.0,2421.0,1560,255700.0,71.0,465,2018-08-10 12:09:30,Diesel,Manual,Manual,,red
216,BMW,Megane,  2013_year ,2013-02-26,,102.0,2,3695.0,1993.0,1452,63674.0,75.0,8472,2018-06-20 09:23:22,Diesel,Manual,Auto,,purple
217,Fiat,C5,  2007_year ,2007-03-01,,228.0,2,3895.0,2234.0,1499,181455.0,167.0,7598,2018-05-11 10:06:57,Diesel,Auto_or_Hybrid,Auto,Big,red
218,Audi,1er,  2006_year ,2006-06-30,,121.0,2,3574.0,2355.0,1501,142128.0,89.0,2281,2018-05-03 16:46:31,Benzin,Manual,Manual,,red
219,Fiat,C-Klasse,  2012_year ,2012-06-18,,171.0,2,4057.0,2211.0,1459,154098.0,126.0,13106,2018-07-25 14:13:59,Diesel,Auto_or_Hybrid,Auto,Big,red
220,Suzuki,Q7,  2001_year ,2001-08-14,,155.0,2,3573.0,2467.0,1516,117206.0,115.0,532,2018-06-30 12:04:12,Benzin,Manual,Auto,,brown
221,Skoda,MINI,  2007_year ,2007-05-31,,127.0,2,3738.0,2136.0,1615,257736.0,94.0,1569,2018-09-09 15:26:08,Diesel,Manual,Auto,,red
222,Dacia,Kuga,  2014_year ,2014-08-18,,195.0,2,3785.0,2089.0,1452,80091.0,142.0,12944,2018-07-18 09:48:12,Diesel,Manual,Auto,Big,red
223,Land Rover,Civic,  2008_year ,2008-05-05,,171.0,2,3883.0,1945.0,1459,124227.0,126.0,8240,2018-05-16 17:51:57,Benzin,Auto_or_Hybrid,Auto,Big,brown
224,Suzuki,Touran,  2010_year ,2010-08-27,,107.0,1,3777.0,2158.0,1496,144663.0,78.0,2878,2018-10-04 17:07:01,Benzin,Manual,Auto,,black
225,Kia,A4,  2009_year ,2010-06-22,,162.0,2,3605.0,2283.0,1510,56134.0,118.0,6277,2018-05-11 11:52:22,Benzin,Manual,Auto,Big,purple
226,Citroen,500,  2008_year ,2008-05-22,,201.0,2,3635.0,2051.0,1384,153929.0,148.0,10329,2018-06-14 12:06:35,Diesel,Auto_or_Hybrid,Auto,Big,beige
227,Citroen,500,  2008_year ,2008-12-19,,159.0,2,3667.0,2200.0,1418,199471.0,117.0,5198,2018-07-08 09:54:06,Benzin,Manual,Auto,,red
228,Citroen,500,  2013_year ,2013-08-27,1.0,342.0,2,4455.0,1871.0,1429,74603.0,252.0,29499,2018-10-06 12:07:02,Benzin,Auto_or_Hybrid,Auto,Big,brown
229,Fiat,C-Klasse,  2009_year ,2009-07-29,,155.0,2,3676.0,2244.0,1459,200763.0,115.0,4453,2018-06-05 15:28:00,Diesel,Manual,Auto,Big,brown
230,Fiat,C-Klasse,  2002_year ,2002-03-26,,149.0,2,3579.0,2448.0,1460,254860.0,109.0,1157,2018-07-31 12:21:41,Benzin,Auto_or_Hybrid,Auto,Small,silver
231,Volkswagen,Tiguan,  2011_year ,2011-03-30,,86.0,2,3613.0,1941.0,1525,6545.0,63.0,7288,2018-05-12 13:02:02,Benzin,Manual,Manual,,brown
232,BMW,Twingo,  2010_year ,2010-06-28,,158.0,2,3558.0,2163.0,1686,140303.0,116.0,7377,2018-09-30 16:23:53,Benzin,Manual,Manual,,white
233,Land Rover,Civic,  2008_year ,2008-12-01,1.0,239.0,2,3894.0,2267.0,1463,196707.0,175.0,8274,2018-09-19 18:11:55,Diesel,Manual,Auto,Big,red
234,BMW,5,  2007_year ,2007-12-20,,137.0,2,3479.0,2192.0,1635,300383.0,100.0,2741,2018-06-12 15:38:47,Diesel,Manual,Manual,Big,purple
235,BMW,3er,  2002_year ,2002-08-26,,98.0,2,3616.0,2049.0,1439,205292.0,72.0,1089,2018-06-23 16:33:38,Benzin,Auto_or_Hybrid,Manual,,brown
236,Audi,1er,  2007_year ,2007-11-23,,231.0,2,3883.0,2167.0,1447,110183.0,171.0,6033,2018-09-10 12:28:46,Benzin,Manual,Manual,,white
237,Dacia,Kuga,  2001_year ,2001-08-24,,104.0,2,3461.0,2164.0,1413,147336.0,77.0,729,2018-05-31 11:18:13,Benzin,Manual,Manual,,yellow
238,BMW,Q5,  2011_year ,2011-10-26,,189.0,1,3894.0,1940.0,1469,113435.0,139.0,10764,2018-04-17 18:16:23,Benzin,Manual,Auto,,black
239,Toyota,S 60,  2008_year ,2008-06-05,,139.0,2,3436.0,2381.0,1458,158887.0,102.0,1446,2018-07-13 16:04:48,Diesel,Manual,Auto,,black
240,Fiat,C5,  2012_year ,2012-02-02,,137.0,2,3920.0,2066.0,1464,122655.0,102.0,13974,2018-10-04 13:57:30,Diesel,Auto_or_Hybrid,Auto,Big,brown
241,Land Rover,C-Max,  2003_year ,2003-08-01,,104.0,1,3440.0,2437.0,1421,159924.0,77.0,827,2018-09-03 11:39:35,Benzin,Manual,Auto,,black
242,Fiat,Octavia,  2005_year ,2005-06-24,,105.0,2,3688.0,2351.0,1593,135061.0,78.0,2580,2018-04-14 13:13:55,Benzin,Auto_or_Hybrid,Manual,,red
243,Dacia,Kuga,  2014_year ,2014-02-11,,161.0,2,3750.0,2167.0,1450,82453.0,118.0,9490,2018-05-18 10:12:36,Diesel,Manual,Auto,Big,red
244,Citroen,500,  2008_year ,2008-07-21,,152.0,2,3699.0,1937.0,1440,140587.0,111.0,4865,2018-07-04 15:43:50,Diesel,Manual,Auto,,white
245,Kia,Golf V,  2009_year ,2009-07-17,,153.0,2,3729.0,2131.0,1520,144164.0,113.0,6230,2018-07-20 10:19:09,Diesel,Manual,Auto,,black
246,Kia,A6,  2006_year ,2007-12-18,,163.0,2,3492.0,2077.0,1460,239781.0,119.0,2420,2018-06-29 15:34:29,Diesel,Auto_or_Hybrid,Auto,Big,red
247,Land Rover,Clio,  2010_year ,2011-01-18,1.0,245.0,2,3890.0,2274.0,1391,213615.0,179.0,10726,2018-07-30 15:24:34,Diesel,Auto_or_Hybrid,Auto,Big,red
248,Citroen,500,  2011_year ,2011-04-06,,283.0,2,3984.0,1837.0,1384,88944.0,209.0,21694,2018-05-30 10:29:10,Benzin,Manual,Auto,Big,red
249,Land Rover,A5,  2002_year ,2002-04-16,,108.0,1,3633.0,2137.0,1421,278558.0,79.0,1415,2018-11-06 16:02:30,Benzin,Manual,Auto,,silver
250,Peugeot,Golf IV,  2011_year ,2011-05-12,,112.0,2,3571.0,2166.0,1615,194719.0,83.0,5055,2018-05-20 14:01:01,Diesel,Manual,Manual,,red
251,Dacia,Kuga,  2011_year ,2011-01-19,,152.0,2,3873.0,2001.0,1462,85768.0,112.0,8716,2018-05-29 09:31:24,Diesel,Auto_or_Hybrid,Auto,Big,purple
252,Land Rover,C-Max,  2013_year ,2013-08-05,,131.0,2,3753.0,1929.0,1421,61728.0,96.0,14256,2018-10-15 15:04:12,Benzin,Manual,Auto,Big,red
253,Renault,Golf VII,  2015_year ,2015-05-13,,139.0,2,3765.0,2146.0,1510,55895.0,103.0,8222,2018-08-29 12:51:54,Benzin,Manual,Auto,,purple
254,Citroen,207,  2010_year ,2010-11-12,,299.0,2,3866.0,1847.0,1462,171598.0,219.0,12928,2018-07-07 12:58:54,Diesel,Auto_or_Hybrid,Auto,Big,purple
255,Porsche,Golf VI,  2009_year ,2009-09-01,,58.0,2,3704.0,2014.0,1490,52592.0,43.0,2655,2018-05-21 16:30:21,Benzin,Manual,,,purple
256,Citroen,207,  2012_year ,2012-03-20,,172.0,2,3891.0,1952.0,1464,129298.0,125.0,18291,2018-05-13 16:05:29,Diesel,Auto_or_Hybrid,Auto,Big,red
257,Suzuki,Touran,  2011_year ,2011-09-30,,159.0,2,3883.0,2228.0,1700,84256.0,117.0,7560,2018-05-13 17:57:03,Diesel,Auto_or_Hybrid,Auto,Big,white
258,Land Rover,Civic,  2005_year ,2005-06-07,,182.0,2,3815.0,2199.0,1459,238560.0,134.0,4715,2018-05-27 11:11:49,Benzin,Auto_or_Hybrid,Auto,,brown
259,Land Rover,Civic,  2006_year ,2006-06-16,,141.0,2,3527.0,2161.0,1463,271042.0,103.0,2861,2018-11-02 11:22:33,Diesel,Auto_or_Hybrid,Auto,Big,brown
260,BMW,V 50,  2008_year ,2008-06-17,1.0,225.0,2,3918.0,2088.0,1726,142361.0,165.0,12204,2018-10-03 11:07:56,Diesel,Auto_or_Hybrid,Auto,Big,red
261,Land Rover,Civic,  2012_year ,2012-02-07,1.0,209.0,2,3902.0,1909.0,1461,152916.0,153.0,22146,2018-06-28 15:30:38,Diesel,Auto_or_Hybrid,Auto,Big,red
262,Land Rover,Civic,  2003_year ,2003-05-16,1.0,150.0,1,3548.0,2420.0,1452,255294.0,110.0,1406,2018-04-19 08:49:27,Benzin,Manual,Auto,,purple
263,BMW,CR-V,  2004_year ,2004-10-27,,98.0,1,3681.0,2018.0,1485,176439.0,72.0,2281,2018-06-13 19:24:01,Diesel,Manual,Manual,,purple
264,Land Rover,A5,  2004_year ,2004-03-05,,174.0,2,3641.0,2305.0,1428,262199.0,128.0,1784,2018-06-27 11:02:09,Diesel,Manual,Auto,Big,brown
265,Land Rover,A5,  2009_year ,2008-08-01,,116.0,2,3803.0,2292.0,1427,145822.0,86.0,8290,2018-06-20 10:38:06,Diesel,Manual,Auto,Big,red
266,Land Rover,C-Max,  2005_year ,2005-07-27,,144.0,1,3519.0,2354.0,1421,179961.0,106.0,2162,2018-06-12 11:33:32,Diesel,Manual,Auto,,purple
267,Land Rover,V 70,  2010_year ,2010-02-08,1.0,193.0,2,3924.0,1883.0,1653,100303.0,142.0,16338,2018-06-23 14:34:52,Diesel,Auto_or_Hybrid,Auto,,red
268,Toyota,Vectra,  2009_year ,2009-04-06,,77.0,2,3526.0,2086.0,1428,40503.0,57.0,4352,2018-09-12 15:26:37,Benzin,Manual,Auto,Mobile,red
269,BMW,V 50,  2009_year ,2009-08-12,1.0,238.0,2,3794.0,2244.0,1726,292499.0,175.0,5539,2018-08-04 11:13:41,Diesel,Auto_or_Hybrid,Auto,,red
270,Fiat,C-Klasse,  2004_year ,2004-06-10,,132.0,2,3638.0,2012.0,1426,116814.0,97.0,3824,2018-08-21 10:06:54,Diesel,Auto_or_Hybrid,Auto,,purple
271,Smart,Punto,  2003_year ,2003-10-16,,93.0,2,3643.0,2377.0,1416,224177.0,68.0,1136,2018-08-12 19:07:36,Benzin,??,Manual,,red
272,Fiat,C-Klasse,  2008_year ,2008-04-08,,157.0,2,3728.0,2179.0,1459,103290.0,117.0,11380,2018-07-04 13:18:12,Benzin,Auto_or_Hybrid,Auto,Big,brown
273,Kia,A4,  2006_year ,2006-07-26,,102.0,2,3574.0,2295.0,1411,113752.0,75.0,3995,2018-05-31 12:12:17,Benzin,Manual,Manual,,beige
274,Citroen,M-Klasse,  2009_year ,2010-04-21,,144.0,2,3770.0,1916.0,1411,84731.0,106.0,10303,2018-06-01 12:17:57,Benzin,Manual,Manual,,brown
275,BMW,Insignia,  2011_year ,2011-04-11,,157.0,2,3629.0,2187.0,1516,95264.0,115.0,9423,2018-06-05 08:56:42,Diesel,Auto_or_Hybrid,Manual,Big,gray
276,Fiat,C5,  2013_year ,2013-10-28,,155.0,2,4005.0,2032.0,1507,83233.0,114.0,20707,2018-05-08 10:27:37,Diesel,Auto_or_Hybrid,Auto,Big,brown
277,Land Rover,A5,  2002_year ,2002-10-25,,140.0,2,3662.0,2395.0,1428,298749.0,103.0,546,2018-06-29 18:54:03,Diesel,Manual,Auto,,red
278,Kia,Fiesta,  2006_year ,2006-09-29,,166.0,2,3739.0,2016.0,1645,208966.0,122.0,2130,2018-04-29 11:35:22,Diesel,Manual,Manual,,red
279,BMW,Polo,  2007_year ,2007-08-15,,107.0,2,3654.0,1980.0,1580,114418.0,79.0,4203,2018-05-31 11:20:31,Diesel,Manual,Auto,,purple
280,Kia,A4,  2006_year ,2006-11-30,,112.0,2,3560.0,2175.0,1500,139167.0,83.0,1485,2018-05-05 11:38:41,Diesel,Manual,Manual,,red
281,Land Rover,Civic,  2013_year ,2013-07-23,,139.0,2,3659.0,1933.0,1461,185758.0,103.0,9796,2018-09-23 13:40:41,Diesel,Manual,Auto,Big,brown
282,Nissan,Superb,  2005_year ,2005-10-21,0.0,164.0,3,3796.0,2208.0,1710,127892.0,120.0,3910,2018-08-31 15:19:59,Benzin,Auto_or_Hybrid,Auto,,red
283,Dacia,Kuga,  2010_year ,2010-04-26,,103.0,2,3516.0,2340.0,1468,122655.0,75.0,4583,2018-06-24 17:47:00,Diesel,Auto_or_Hybrid,Auto,,red
284,Porsche,X1,  2011_year ,2011-05-02,,75.0,1,3766.0,2166.0,1490,90504.0,55.0,2398,2018-07-12 13:53:12,Benzin,Manual,Manual,Mobile,purple
285,Suzuki,Touran,  2010_year ,2010-04-14,,124.0,3,3651.0,2335.0,1700,130751.0,90.0,3274,2018-05-30 12:04:16,Diesel,Manual,Auto,,red
286,BMW,5,  2007_year ,2007-05-02,,174.0,2,3570.0,1981.0,1635,186347.0,128.0,3026,2018-09-09 16:09:23,Diesel,Manual,Auto,Big,brown
287,Kia,E-Klasse,  2010_year ,2011-01-25,,90.0,1,3863.0,2011.0,1615,77605.0,67.0,5905,2018-05-08 15:56:37,Benzin,Manual,Manual,Mobile,brown
288,Citroen,207,  2004_year ,2004-04-07,,165.0,2,3469.0,1986.0,1468,391642.0,121.0,3272,2018-05-01 11:00:45,Diesel,Auto_or_Hybrid,Auto,Big,brown
289,Audi,RAV 4,  2010_year ,2010-06-29,1.0,127.0,2,3817.0,2036.0,1710,122094.0,94.0,8916,2018-09-13 08:24:06,Diesel,Auto_or_Hybrid,Auto,Big,red
290,Ford,6,  2010_year ,2010-08-13,,106.0,2,3645.0,2380.0,1480,137144.0,79.0,2498,2018-05-30 14:27:36,Diesel,Manual,Manual,,silver
291,Land Rover,Clio,  2010_year ,2010-07-05,,170.0,2,3772.0,1891.0,1372,56964.0,124.0,9714,2018-07-29 13:48:03,Benzin,Manual,Auto,,brown
292,Honda,911,  2008_year ,2008-09-29,,152.0,2,3611.0,2242.0,1397,76043.0,112.0,3846,2018-10-13 11:27:47,Benzin,Manual,Auto,,red
293,BMW,Touareg,  2009_year ,2010-01-15,,185.0,2,4050.0,1982.0,1970,132000.0,135.0,14830,2018-07-13 08:58:29,Diesel,Manual,Auto,Big,silver
294,Opel,Ibiza,  2013_year ,2013-10-25,,108.0,1,3803.0,2335.0,1534,118092.0,79.0,5334,2018-05-20 14:58:50,Diesel,Manual,Auto,Big,red
295,Citroen,B-Klasse,  2005_year ,2005-01-03,1.0,226.0,2,3537.0,1982.0,1715,172135.0,166.0,6456,2018-08-18 11:40:43,Diesel,Auto_or_Hybrid,Auto,Big,brown
296,Kia,A4,  2004_year ,2005-03-11,,92.0,2,3750.0,2094.0,1500,120470.0,67.0,2065,2018-07-01 13:52:13,Benzin,Auto_or_Hybrid,Auto,,purple
297,Dacia,Kuga,  2009_year ,2009-06-17,,149.0,2,3590.0,1947.0,1451,161545.0,110.0,5423,2018-05-28 14:15:38,Diesel,Auto_or_Hybrid,Auto,Big,red
298,Land Rover,Civic,  2005_year ,2005-07-18,,162.0,2,3539.0,2167.0,1463,225427.0,119.0,3529,2018-05-08 15:23:19,Diesel,Manual,Auto,,brown
299,Audi,Avensis,  2005_year ,2006-01-12,,131.0,2,3481.0,2140.0,1427,235452.0,97.0,754,2018-05-25 13:45:21,Benzin,Manual,??,,purple
300,Hyundai,X3,  2003_year ,2003-10-30,1.0,137.0,3,3516.0,2326.0,1680,86821.0,101.0,4208,2018-08-21 09:22:29,Benzin,Auto_or_Hybrid,Manual,,purple
301,Land Rover,C-Max,  2009_year ,2009-08-19,,150.0,2,3593.0,2183.0,1423,138389.0,110.0,6854,2018-07-25 08:22:30,Benzin,Manual,Auto,,red
302,Land Rover,A5,  2007_year ,2007-10-01,,99.0,2,3886.0,2203.0,1428,102295.0,73.0,5894,2018-05-22 16:20:15,Benzin,Manual,Auto,,brown
303,Land Rover,A5,  2009_year ,2009-11-16,,156.0,2,3706.0,2128.0,1436,130563.0,115.0,8704,2018-09-06 16:33:57,Diesel,Auto_or_Hybrid,Auto,,brown
304,Kia,Golf V,  2015_year ,2015-05-04,1.0,167.0,2,3791.0,1859.0,1520,99384.0,122.0,15354,2018-06-03 09:18:03,Diesel,Auto_or_Hybrid,Auto,Big,red
305,BMW,Mondeo,  2006_year ,2006-10-31,,146.0,2,3545.0,2139.0,1730,129421.0,108.0,6272,2018-04-23 14:14:22,Diesel,Manual,Auto,Big,purple
